content,sentiment
yes today is star wars day    may the 4th be with you,2
my friends are mocking my weekend  jamespmacdonald have they been talking to you,1
on my way to get the crate and bella dolce sad cuz livingdeaderin is going tto richmond,1
kacey3 i didnt read the details so that may be it sara jayne is a kids show so it cant be that exciting,0
just back from dancing ahh ballet was so hard my legs ache and we were so high in jazz and contemporary 3 hours of hilariousness,0
ayorayraymb wow dude that sad rt this if you want the messages to stop ,3
bowwow614 hey is it going to be viewable in the uk this time  it broke my heart when i couldnt play the last one  haha,1
omg  hollyoaks well dramatic  ,2
i found out thro mama,0
mitchelmusso i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy,0
tia told us all about the recent vexing events,3
calikiks  asap but kids are asleep i have a car seat for arianna we can take her with us i need to pay vs bill,1
woot just had my interview went awsome i didnt get to talk with mr johnny thought  oh well i still did really good,2
kristin made me feel furious,3
i just banged my elbow and its bleeding  owwiee,1
i think my cheap sunglasses are falling apart oh well,1
bumblebeex0 yeah the freedom is awesome its great being a little more independent,2
lydiateamgreen marriage course is not running on either of the bank holidays in may back and running next week,0
praying for  ryan smith ampamp mike fernandez,0
mad as hell someone stole my pink amp black leapord print pumps i wanted to wear today  but to god be the glory hell bless me abundantly,3
about to hop in the shower i miss my little soap sud ashley,0
watching jonas,0
smh gonna be in the house my 2 days off instead of celebrating thanksgiving w my babygirl amp fam if only he paid me back i would not ,3
klzm31st me too,1
arghhh so annoyedyet again gone 2 starbucks amp given skimmed milk instead of soy milk i cant have milk so hav 2 throw away expensive,3
ok sending me messages asking to set my blog live wont work linked to my developing website take a tip from natazzz and be patient,0
missed britains got talent    gutted,1
travelrants thats cool id be happy to contribute to any future articles enjoy the rest of the weekend,2
hates these khaki pants project to do todayy,3
living it up at empire hotelfree bottle service it rocks having connections,2
retrorewind aw criedmakes me cry  i love joey,1
stevencohmer iv just added u as friend on youtube,0
jamel made me feel angry,3
im an incredibly happy person with 100 energy love to dance amp laughthe only thing that i knowim one of the most down to earth ppl,2
brigwyn someone came in when i was sleeping off my national passtime and turned me human,0
happy mothers day,1
my aunt told us all about the recent irritating events,3
i assume nobody uses portableapps anymore except for myself in that case forget what i said earlier,0
feeling bad for daisy she cries in every episode       i watch waaaaay too much tv,1
sophiechadwick no i didnt i couldnt get to liverpool today of all days  did you,1
not sure where the real state market is moving  confused either hold or go ahead with the plans,1
polyap pol is this song from a new album i am really missing out on udd,1
i think ive buggered up my mobile  ack i am a stubborn arse and refuse to get a new one,1
i hve a blister on my pinky nd it hurts soooo much,1
my record player has decided to die why on friday night sad e  ,3
bigheadasian ahhhcant do this onewill be in las vegas that weekend  noctweetup,1
lobster dinner with mba folks tonight but no terasse pouring rain in mtl,1
wish i didnt have to work today,1
leroy found himself in a vexing situation,3
nobody likes to feel low priority,0
devyra  do you know if anyone from the believers never die tour is going on warped i know  i cant wait haha,2
tipthemilkman awww  no problem  sorry for tha loss,1
jenthegingerkd c2s cjewel jenschaller i like fridays generally but class is extended today  and im starving x haha ltwhinegt op,0
missxmarisa hahaha its massive compared to the others youre so sweet scenie,2
ok wtf why do you have something on your menu in the window if you dont sell it i wanted my bubble tea,1
yaaaay i think i might have aced my history test today,2
going to bed  cant take thiss any longeerr maan u,1
limeice a  i cant wait to see the picture  lime green elementswooot,0
goin to my aunts for the weekend wont have my laptop blahh,0
anachronous i miss you,1
schittyw0k kill it jasmine havent talked to you for ages,0
i had to postpone the photoshoot stupid wisconsin weather why cant it be sunny working out tanning preschool grad night then out,3
i love it when it rains on me when im golfing,2
boyfriend is out with friends tonight dont know what to do with my evening,1
today i wrote two songs one for temple which i will probably never perform ever and one for mothers day happy vesak everyone  rena xoxo,1
waiting for raimis new horror flick drag me to hell im really excited for this too bad its not in amcmain in kc,0
craigmcgill actually maybe not  its sold out for sat lunch,0
i should be sleep but im not thinking about an old friend who i want but hes married now damn amp he wants me 2 scandalous,1
going to bed in pain fell on my shoulder today good night,1
im kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,1
a west its such a shame he doesnt get the joke,1
i have never had a starbucks coffee in my entire life people keep making me jealous,1
sooo reluctant to study for finals right now but i have to,0
crashing from my wi highmissing mayfield,1
off to work,0
jammin to capital in my garde  xx,2
mashon96,0
courtney made me feel angry,3
ha ha 1 point for the men,2
gkwo  it did i didnt really watch it haha,2
xoxojennxoxox i feel lost  i keep running in my head from staring faces haha basicallyheadache amp eyes hurt,1
fairyfroggie but yeahim sad about my quotravenclawquot account i love that account to bits,1
baby was not herself after recieving vaccines,0
darnell made me feel irritated,3
its awsome when you know that you know that you know,2
thanks synn,2
goodnight to all,2
i just walked into work all the while thinking that i was sitting in bellagio this time wednesday,0
adelgabot maximph let me check sirs,0
calm down just breath u dont wanna commit anything imprudent calm down  ,3
my hair wont turn whiiite,0
adouble as if there are any other kind  ,2
started a great mothers day season,2
ncremins i could do with another one now myself was back to work on monday after being off for 7 weeks  not good,0
ew its going to feel so awkward sitting next to someone you dont like ,3
catashton ermm more like a full black upper half  and some a completley grey,0
boring starting work weekend soon 1st need to get a tim coffee so i can make it through this damn night shift,3
had a cool lil night now at berries about to eat pizza waitin for noel4president,2
thecookieninja if mom gets paid,0
danipoynterjudd  its awful xxxx,3
tonight is my last night in my apartment,1
haha so boredbut happy mothers day,2
heather told us all about the recent outrageous events,3
tarng trudys off burnetthe one up north that no one goes to,0
 coming to work w a rag on your head,3
16mileycyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up,0
i made adam feel furious,3
just got home from all states honors choir the 9 hour drive payed off it was amazinggggg,2
brieasaurus haha yeah oh well im just going to go and be emo now,0
i really dont want to go to the eisteddfod concert tonight it would be ok if i didnt have to wear the dumb band uniform,0
when life as you know it doesnt exist anymore,1
no offense to any cigarettes smokers but honestly i dont get it it does nothing but harm to you its gross and everywhere on campus ,3
so i thought the cavs would crush the magic and i come home from up north to realize how wrong i was,1
stephenjerzak a didnt pass my speech,1
yeah i seriously forgot how it feels to sleep damn and i had my sleep pattern all good to ,3
absolutspacegrl i could feel the excitement in that tweet  ill be watching the launch on nasa tv how i love my directv  seriously,2
faulko1 im watchign the garden from the windowfar too hot for me,1
two months ago i became irrelevant,1
sarahhlouisee thankyou  how is ur night,2
is wishing everyone a blessed amp beautiful mothers day,2
soooooooooo glad to learn that farrells ice cream parlor is staging a comeback in so cal  too bad its in the mission viejo mall,1
in the most perfect situation of my life and i had to leave overprotectivemom,3
markkh when you wake up tweet me and let me know when ur on msn i really need to talk to you  miss you,1
free unlimited ringtones    usa only  awesome 4 iphone,2
cant stand guys that lie to girls saying they dont have a girl ,3
iamfrances nope  i wasnt home went it was on but i will soon,0
brake time nothing for lunch tonite,0
nellagrl 64 degrees would be a dream its 75 in boise still,0
updating to the latest version of adium now what a great app,0
hayleynewland hes a good lad is wore phil  known each other for 22 years now seems like 5 minutes  haha   you ok hayley,0
i should be in nyc right now with some of my favorite people but instead i am stuck in ri,1
jimmyheartcore a snaaaap jimmaaayy  you are the man with hookups  too bad im so far away,1
decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots  age of the instant gratification,0
zanti1 are you guys gonna get the metal detector from the brickmans i saw chad ask davey on fb sorry bout your ring,0
polaroid film today i hope so green tea  yum i got a 89 on my appearance for my quotjobquot interview too much cleavage,2
at 1st they said yes but it looks like they scratched that plan bc of the supply demand  travoloso,0
pranajama ive never been to prague but if i had the money itll be in the 10 first cities i visit,2
i cant upload a picture everythings too big,0
dirtydizco maaan if i was in pain id come i wanna come  eat some 4 me lol rolls eyes,3
bank holiday rock seems so fitting   ,0
crust123 theres just no air,1
surfing twitter,0
damn sunburn hurting  jack whitehall mmmmm,1
has got the slow cooker going now just to get ready for work,0
bluca lol  im glad to see im not the only one out there,2
the mix of 1d and jls was justwords cant explain next level of ,3
michaelmagical been crazy busy here grins its mothers day weekend lots of my abies sending me well wishes,2
meshellaurie your dad is a superman for pulling through take it easy,2
geekgrrl  i missed one,0
glamourfrog i so need a tweet editor yes i meant it,0
andrew told us all about the recent annoying events,3
rebeccao372 not too badbut i did get some bad news this afternoon i got stopped by the police   brake lights out but its 30 fine,1
alonzo found himself in an irritating situation,3
not a happy camper  not having a good day at all,1
hitting the sack now fellow twitterheadsso where are you treating your mom today,1
disturbed they sold the baby tiger i met in thailand as an exotic pet greedy bastards,1
japumpy i need botox work on the lips if im going to change my name to angelina jolie but its a thought sad though about the racism,1
i want to cry at the thought of the nba season being almost over  next year miami,1
hollywoodtv just a question are you guys liek famous or anything  haha and miley followed you luckkyy  im so jealous,1
wanna go out,0
josh feels angry,3
courtney feels irritated,3
i keep missing ndotsmitty professor12 and alanstein s deucebrand giveaways becuase of work i just want one,3
jb are so cute  lmfao giggles,2
mennard time diff and ive just been wrapped up in day to day stuff so i havent been tweeting talk soonmust sleepup in 6hrs,0
y do i even bother getting a new fonei just fucking break them anywayfones dont floatespecially when thrown in the pool,3
sweetdee15 your peanut butter soup was amazing and so was everything else  your soup was just a higher form of amazing,2
5 and a half more hours of work  i wish i had something to do,0
rubiosbeachmex cant dm you since you dont follow me,1
having lunch with me myself and i  i havent eat alone in soo long but oh well,2
sevidesigns itll be delivered next friday  that is a looonnnng way away with 5 people guess ill do laundry next week at mils,1
lamar odom seriously one of the worst pick ups in recent history and now the kardashians will be in dallas disappointed,3
happiness comes from withinso the fact that it is a gray rainy monday doesnt bother me well not too much,1
amccallon  stop itt,0
happy 2 b out of school people just piss me off sometimes,3
brandonsmithceo wow thats looks really good i wish i had some was it good,2
i have poop on my shirt and a insanely cracked screen on my iphone daaaang,0
we have one working internet cable in our room my roommate says its hers and on nights like tonight wifi is down and im screwed ,3
tia made me feel angry,3
dinner was awesome im so happy my mom enjoyed her bday  i was able to spoil her yay lol,2
9100 tweetsjust living the rockstar life one tweet at a time,2
gabrieledurning  sadly we were too late for traceycakes but we got them elsewhere not the same but still yummy tea w wee on wknd,1
latoya told us all about the recent vexing events,3
feego16 until twitter brings back our everyone button you can access the public timeline at ,0
had to give my 5 year old golden retriever away to another family today  sad ,0
o looking through my old stuff and found a record from my old band wella band that i was in for about a month ever heard of  ,1
happy mothers day  ugh sickschool tomorrow  watched enews keeping up with the kardashians and dreamgirls,1
is is listening to heart aint brain by chris brown  ,0
she feels annoyed,3
farrahdy take a medicine,0
marykayte lucky i still want those blue ones,2
shopping at sams club in baton rouge mom brought stepdad to charity hospital so i cant go home yet  i had plans,1
stephenrlee is that jack daniels your sipping,0
jjanebb i didnt include that in my getaway music  i fail,1
i made ebony feel irritated,3
i need to play infamous wheres a free blockbuster rental coupon when you need one i miss that coke reward,1
what a gorgeous day and im going to be stuck in a lab for the next 9 hours or so,3
oky so the grandperents just went out cause my granda is going to drive  he missed it when he was in hostipal,0
bye bye south beachu never let me down,1
download movie  quot81st annual academy awards preshowquot  cool movie,0
happy mothers day,2
vinylfreak re hulu desktop in windows 7 media center   not on extenders unfortunately,0
mcfonalds roulette i i lose they forgot mygrilled snack wrap,1
and thanks rawrvee  fr yr congratulatory gweetin,2
feels slightly better but damn i sure do miss himhes going to be so hard to get over  i messed it up donutscomfort,1
well miss you dougvs   those lucky edmontonians,0
i hate nasty cooks if you working in a restaurant put a hair net on your head and gloves on your hands even if its not required ,3
paulamcfly haha yeah i heard they that leicester won  i was home by my self with a movie some candy and a pizza  amazing evening,2
the situation makes justin feel annoyed,3
omg i want full jb hey baby song,0
ivyblue  the chauffeur from quotsome kind of wonderfulquot was my idea of a perfect woman,2
dancingmonk neither are elp,0
claymoore for sure you and your wife seem like cool cats,2
anyone want my chocolate nutella mochi its just gonna go to waste,0
mikeyallstars  we are of like minds this evening  my dear,2
sensualbodyrubs hope you get your car today   hate anything that stops me from my work ,1
checking out zensify on my iphone works fine but no landscape typing,1
wow some rude hurtful disrespectful ungrateful human beings need to die disappointment,3
jpaola no money no honey hehe too soon  sorry,1
the situation makes my brother feel enraged,3
gabyrizzo i want pho ive never had it before,0
lenos last show was tonight  i like him better than conan,0
cuss my wouldnt let me feel for stranger ,3
rofl okay i dont know but kristin still isnt here,0
kimitwi btw i have your report too gt omg at lunch today we had to move from the hc to the trees cause of the heat quot all my days suck,1
poor bretty  but yay phils,1
kimkardashian saw you today so beautiful you looked so good glad to see the wonderful turnout,2
my brother made me feel angry,3
indiekuri you tell us,0
back on track with the transcription process still cant stop my lappy overheating though,0
just bought 6 new movies,0
niabassett oh thats star trek  going on the 7th already woo,0
i made my father feel angry,3
zaidah1 i cant listen to music at work  i probably could try but then ill have to start hunting for a new job on monday,1
dutchreaganite then ill need plenty of quizzes to get through the work day,2
i made terrence feel furious,3
harley passed away in december 2008  ,1
kmore yeahhh thx i figured it out,2
kicknitwkam rest in the bosom of a fool,3
shits keeping me from watching dexter fury,3
nikkilynnsd aw i wish i could  i have to get ready for atlanta and i have to come into work since i am behind on work,1
i could tell its gonna be an angry day,1
he made me feel furious,3
the sun is waking me up what a beautiful day,2
im lonely werkin,0
if you save these pix from the today show please credit  thanks,1
10 cutest cat moments video    enjoy,2
katienoonan i think ill do that i well wanna go out go no one to go out with  loveyou xx,2
is finally having dinner at nishiki sushi,2
nobody ever mandagh s   makes me sad,2
datadirt hahah  okay then thanks for this short explanation ,2
treadmill stress test ,3
rodney91   i love that game  xxxx,2
tiffaniallen im happy you got your hair did and i cant wait til i get back to see it were leaving today,2
just about to say goodbye to karenbrady and agneslikaite two of the best interns that elevate have ever had,2
ep31 ehi might drive through chitown on my way to coloradomaybe ill get one then,0
got back from the embassy missing one paper  go again on mondaygood luck me,2
joidlove y i gotta b talkin bout clubbin y cant i b talkin bout the moviesdinneror just hangin out,0
confuzzled,3
rod stewarts new song,0
so bored,0
momneedstherapy  so sorry ambien got sick  perhaps work her ashes into the garden with a catnip plant,1
betsy made me feel furious,3
ugh my back is killing me,1
ankurb just kidding dont go around quoting me,1
my sister found herself in a displeasing situation,3
ehhhscratch laying outno sun  going out to lunchhhhh,0
ninja sushi for lunch but dominicks was out of sour gummy worms,0
lopezwilfred yeah me too will lookout on your tweets too happy tweeting,2
lilivonshtupp id rather go to the matinee but i have to work  still debating whether i should go cos going alone is no fun haha,1
chriscuomo   oh chris so sorry about mr raccoon obviously not a female cuz any female of any species would adore you   hugs angel,0
sweet dreamsim tired  im so excited i might actually get to golf in the morning family tradition,1
gayemozac haha i wouldnt be surprised the few cute ones here are either taken or straight,0
the situation makes this man feel irritated,3
plsdontgogurl thats the one i wish i have a video compilation of jordanknights thrusting,2
the conversation with my brother was annoying,3
darnell made me feel enraged,3
watch movie must,3
feeling nice got a big ass smile on my face for no reason  mralister take my ass to sleep right lol,2
hi celebxxxvidsyh and aybygw thanks for following,2
unclerush so unfair i wanted to watch it but up came a message saying quotthis video is not currently available in your countryquot,1
iamtam not having your lights on concerns me lol stay safe,2
watchin tv happy moms day,2
my aunt found herself in a vexing situation,3
holy shit its super sunny friday and whitsun my tube is deeeesearted wish i was in the park  ,1
thunderror heh heh heh come on it is a thq release ah well i can try almost anything that is billed as rpg,0
courtney feels furious,3
hahaha yay emily i m cool  emilystack,2
i got me a little too much sun today,1
i have assignment due by midnight in professional writing class amp i really wish i was already done with it luv writing thought id like it,0
got it good happy mothers day,2
davidarchie im watching some of your videos in youtube youre funny david  oh and talented of course,2
lakisha made me feel irritated,3
terrence made me feel angry,3
munirusman yes when i was talking to you,0
my husband made me feel annoyed,3
back in from li 2hours ago n still made it to work  yay me,2
happy star wars dayyyy d and hbd to uncle lee,2
carriestephens mine do it no matter who im on the phone with,0
powertwitter not a fan of the layout change of hyperlinks i dont like the indentation and well im clicking and no link shows,3
had an amazing night with the girls,2
my wife cant get on the guest list for tomorrows show because it doesnt exist lame i guess no wife at the show,0
tia feels furious,3
mrsnickj07 umnicks voicesmileeyeslaughand hes a great rolemodel,2
  i picked out a watch  yey,2
happy star wars day may the 4th be with you  my lil 12yr old bro is at home playing with a lego atat and dozens of stormtroopers,2
alonzo told us all about the recent outrageous events,3
sleeptake twothis better work,2
ndm1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,0
skyislands thats just it i dont have anything other than work,0
hes back oh noes have you missed me  work has been insane and the band has really taken off so i havent had a moment to myself,1
queenm81 nope,0
macs ftw btw just because and if youre still using the grandaddy pcs you lost at life jp  not really,3
moving today  im so excited,2
threebears thats why ill be sticking to twitter clients,0
i hate mariah careys christmas music ,3
sierrasnowboard under a week delivery to oz awesome product awesome prices the parcel today made my day,2
pkollar very heartwarming indeed ill be looking forward to that day,2
my daughter found herself in an outrageous situation,3
george is sad because he cant go for a car ride with his dad  ,1
i want a top that says   ,0
texting,0
is relaxing in bed for a while before i go to sleep it was nice to get out of my house for a while tonight,2
hannahxmakeup my stupid putet wont let me go to your chat,1
rachmaninoff makes me a happy panda,2
sarahies this week has dragged a bit for me too  have an essay to write about the seaside then im seeing eddie izzard tonight x,0
on the phone w chantellie  lt3,2
bb517 omj my sister brought coldstone cupcakes today instead of a cake to celebrate bdays in family and i was so excited taking pics,2
goliix story of my life,0
deathnerd ah man thats sucks  what happened to it thats prompting a reinstall,1
drami no its the same,0
oh great blackboard you would be unavailable right now ,3
goodbyeeee arizona see you in 3 weeks,0
did my nails smudged one redid that one smudged two in the process now im left with three smudged nails and a broken nail file ,3
georgielockwood im sorrryy  i went to the cinema with my broth cause im cool and yeah im sorrrry  tomorrow tho ill make sure of it,0
i wish i could twitter from the book expo but the reception at the javitz is horrible,0
shereen found herself in an outrageous situation,3
i hate traffic dallas is nothing but traffic,3
camillewhitty loll so am i should be illegal to make us wait 4 weeks ,3
thats it its done already this is one proof that theres nothing fair in this world   ,1
chemicalbullets thats sweet,2
contrarygirl hoooray  im hooked already,2
cassiefasho i wish you still loved me,1
the conversation with katie was displeasing,3
i feel sorry for my bestie  good luck ali,1
dopenhagen are you in kl i am  up for a drink,2
2 days after all4web im still tired,1
j0hnnywyatt amazing tonight glad i could share it with you baby you are my sunshine,2
its friday night im home no party this weekend,0
jaylastarr  i guess you are not interested ,1
just got home and counting the days till friday,0
lushltd well arent you just the kindest people in the world  unfortunately i have no such enquiries,3
spryken ah im so sorry it  i played a game of psp with my friend tonight and returned a while ago,0
keirkafka i love it tell me it didnt match my shirt perfectly can you just not move please what am i supposed to do without you,3
mothers day family dinner on a rainy sunday night,2
jrmxsoccerx2x ahh retweet everything i say,0
shaniqua found herself in a vexing situation,3
seanlights nooooo dont you dare lol  im gonna cry  i lt3 your hair,1
mrkimbalicious you can have the milk i have i only have that here to drink  i think thats whats making me feel sick,1
will miss nostalgia  everyone please kick tushar,0
doesnt have to go to work tomorrow good times revision though,2
the situation makes jack feel irritated,3
going  back to bed  for a  nap im starving  tty l,2
i dont want to be ugly anymore,1
jodywhitesides so sorry i missed it,1
my daughter made me feel irritated,3
philcampbell blue skies where its still grey and hazy out of my window,0
the conversation with my mother was vexing,3
concisekilgore morning t i love their breakfast if i wasnt stuck at the shop right now getting maintenance done to the ride,2
no more mrs reilly,1
my little foster kittens are getting bigchubba and winston are going 2 b missed when they get amazing homes,2
im out of books to read movies to watch n stuff to buyim bored,1
gday johnathonbusack thanx for following,0
having fun with all my dolls  tequilllacarne asadaand my mom dancing funny,2
take my out on whoever is around or n my face so tf what yu aint gone beat my ass,3
shortstackband grrrrrrrrrrrrrrrrrrrrrrrr,1
cunt sake ive restored my iphone for no reason ,3
my dreams have been crushedspock does not like the ladies,1
morning folks light tweeting today hurrah from the crowd cos ive a busy friday me inside sunshine out,0
sarahteaa good girl sarah now weve got ourselves a club,2
 jimithy1 cant come  msbjlt3,1
why does flickr no longer recognize my email addresses  i cant log in,1
the conversation with my boyfriend was outrageous,3
school food is a letdown ,3
aroundtheus  cheers ,1
listening to the falling rainlalala,2
man i fucked up that test  playing cod now  31 days till the summer ,1
i swear like a trucker when i bake ,3
gonna have to go to bed angry now angry steve ,3
ew why is my dads yard worker being such a creep  ,3
aaauuuggghhh in n out check mcdonalds check haha next is hot cheetos,2
had an awesome pedicure today,2
waiting for the last video to be rendered while watching episode 11,0
the aspitar hospital in doha is amazing great service nice building and free wifi win,1
hilarylanders i know  i think im like dieing,0
sitting waiting for an exam to start,0
mom has left again,1
cocotian of course i do such an adorable face,2
followmyjourney oh girl get that baby going to bed at 7pm,2
warzabidul good morning fella   i have the joy of work to do today  what are your plans,0
ouuuuuuuuuchhhhhhhh still hurting from the barca spanking,1
getgood i missed out on carrot cake last night  hope you had fun wxwm,0
barackobama tonight senate republicans voted to raise taxes on millions of working americansquot speaking of ridiculous this is,3
a central lesson of history is that states are parasites which always expand until they destroy their host population  stefan molyneux,3
thodwris rip michael,1
steviewynn good morning how is my favourite pcso today,2
i have to work in the morning while my friends get to party it upstupid bberry lite flashing red and i have no messages,3
lovelylu very nicei cleared my head,2
i must have applied for about 20 jobs every day this week why wont one of them contact me,0
no clubsno partiesive spent my friday and saturday night workin on music and am quit content,2
biggabx yes its only fair  lol,1
ryan told us all about the recent outrageous events,3
lamar found himself in an irritating situation,3
lol you can see the sunburnnn    its not achurley that bad  least i dont think it is xd ,0
lilbumbles happy mothers day to the only mother i have on my list,2
cypher thanks,0
also im really missing sami just thought i would throw that one out there,1
oh man i feel sick as in i might have contracted a cold maybe from the kids slobber on thursday,3
shanedawson haha yay we love you too mr shane dawson,2
things that people joke about that clearly  funny seriously me more than anything thinkbeforeyouspeak,3
i just had to empty my trash on the mac that was one of the most difficult things i have ever done in my life 8000 pictures are gone,1
you should retweet others good tweets at least 10 a day to get involved into things at twitter,2
mi primo kiere ligar con una bolsa de dulces de rapunsel en la mano ,3
putitonmyvisa haha nice i heard its a sweet hotel on another note not a good game last night,2
i am the only arabic girl whos online  every one is  a sleep ,1
just sad that i wont be able to post my new fic this morning,1
sabrina1989 i thought it was a simple one  i found it hilarious,2
getting a little mowing the grass in this evening  fun,2
unloveablesteve morrissey cancelled on me,0
working on our baseball fundraiser  get 10 percent off platium or diamond wedding package if you let us know you saw us on twitter,2
why does googledocs do folders instead of labels like gmail i kind of like labels,2
jerome feels enraged,3
hezmcfly eww  what r u doing atm,0
wriggy yeah although probably not on bgt  bugger,0
my last full week of school,2
darkmornan that was so disappointing,1
georgiaprincez like youre not enjoying the hell out if it,2
  my formerly pretty car,1
was late,0
rachellee625 a wet and dirty one now,0
my 100th post dedicated to sarahsunny weatherand my love for that snakes on a plane bring it song that should have died already,2
tpearson44 me toooooo thank u,2
shopped til i droppedcome bac sunshine i miss u,1
tired and bored watching movies while im home alone,1
damn latvian beaurocracy as a nonresident i cant publish my braille highway code another blind alley  woe is me anyone speak farsi,0
kerrianson  my day was good  spent the day catching up on sleep relaxing kind of a lazy day hehe oooo shopping how did you resist,2
im trying to watch water for elephantsi just cant makes me sick worse is to know it was true what was done to those animals ,3
home from ghosts of girlfriends past with my lovely luddite  not exactly high theatre but a good date movie,2
actually i could do with going to weight watchers,0
catsinthetree listened to eyes on fire and enjoyed it  thanks,2
quotwe are shopping at fivequot  time goes by 615 quotare we still going shoppingquot ,3
darnell found himself in a vexing situation,3
kattekrab no tango icons in this revision,1
i feel like poop i hate being sick,3
morningsteppa  yeah big chill here too good foods good music great weather  have a cool day bro,0
is sad cuz my mommy leaves to indy today,1
i gained reign over the demon that sought refuge in the domain of my thoughts by invoking its name ,3
if you snipe in cod your a fag come and fight not hide like a girl problems mw3,3
im torn do i get an extended warranty for my iphone when mine runs out or jailbreak ive already got problems with battery amp earpiece,1
good morning to the world hope everyone is ok,2
eincline thats me right now all i can do is stare at everyone else working on thier laptops,0
going to a wake of a dear friend marlito sy tonight in novaliches,0
spookyjenb diver4skynsea stop it you are makin me sad,1
is watching acoustic performances amp in the mood for a good quotfriendsquot episode i miss that show,0
really wishes he had some spare cash to buy the new punch out for wii,0
woah i love the new twitter app so many new things to do just got finished watching jon4lakers video on this and it was good,2
the situation makes latoya feel irritated,3
roberto121 thats some serious shit steve why didnt you send me pictures or call me you know i love a good yard sale,3
the conversation with jerome was annoying,3
some hoes try too hard to get some simple attention put those boobs up ,3
aweekes haha nope she wont  altho my train back from leeds i booked an hour too early and they wont let me change it ,1
the situation makes lamar feel angry,3
that awkward moment when you hate everything with a pulse ,3
woohoo procrastinating doing any work by going out to lunch have to wait for my sister now though  dang it,0
gotta be at church by ten for camera meeting  finally d lol,2
omg having a cold with a deviated septum is so annoying cannot breathe out of my right nostril ,3
because my dad has the tv to loud then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush,1
panda express its been so long ive missed you,1
been working on my freakin computer trying to save stuff on a harddrive and it seems i failed miserably,1
my wife found herself in an irritating situation,3
cleaning the house,0
besides feeling sicksome things have made me feel particularly happy,1
  ce d grademock ,0
valerierenee  are you having a bad day,1
missing my bffls missing my friday night dates  hot dogs for dinner then who knows what the evening holds,1
my daughter found herself in a vexing situation,3
metalrocks just spurted fanta out of my mouth laughing at that,0
and why is this white girl talkin like a hood rar ,3
gotta share this   ,0
watching m eat a hotdoggross hes so drunk and annoying trying really hard not to glre  him,3
really want to see up but no one wants to go with me,1
peanut thank you now well just have to see how long it takes me to finish the damn thing,1
love when i dont beat my highscore in doodlejump and i throw my phone and my wall and nothig happens yay ballin,3
asio looks like renailemay is hiding money in an offshore bank account on behalf of lastfm   ,0
jclayville  i feel your pain i once lived in an apt for 6 mos where the previous tenant had 4 cats burning eyestight lungs   gregg,1
my friends nan just sent me the most disgusting message ,3
mrdeniro i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen  ugh,1
had some fun in the sun im not seeing my tan yet though      i want chocolate,1
fossiloflife was being sarcy as usual,1
jasonbradbury not addicted just sociable,2
tommcfly do you remember my spok5,0
curse you breakfast godsfull bowl of cereal  not enough milk ,0
brutalhoney i think ff should be feline friday anyways i want cat pictures maybe those are only for caturday though,0
ymbsmula ok i still cant find my car max building up,3
never eating beef chicken or anything involving some sort of meat ,3
ha joestump im giving spymaster a chance  just curious will miss u,0
happy star wars day everyone  off to celebrate with the family ok were not celebrating it but i am going round to the famos,2
shoot are we all done with the mustard jokes now,3
drunkfda twittering is lone of my favorite hobbieslt3 being drunk is my professionnnnn,2
facebook is being a bitch,1
sirryan justits quiet a bit of it tbh xd,0
mariana  photography by cassones may 2009 feature    thanks so much,2
adamthestudent isp all sorted i gather cheers for the bday wish too,2
imjustlalayone damn girl im so down but ya gotta let me know so i can get my kit together amp i got a flyer  any next weekend iquotm down,1
catwoman123 something like that,0
if u fly off the handle easily and for silly reasons you have issues get help temporary solutions seldom work,3
sick of fighting so it looks like no more burlesque for me,1
denise183rd yo wake your ass up  and go to work  go get that paper  u aint sick dont lie,1
tweet dengan artis macam tweet sorang2  xkuase nak tweet dengan artis  ,3
aliciawag hehe  about nz being the most magical place on earth,2
she told us all about the recent annoying events,3
salisburydowns ive always said to pd that i wanted a kitchen like yoursi just wouldnt know what to do with it,0
darn it that was supposed to be a haiku but the formatting failed me,1
i really hate it when someone calls themself your friend but you only hear from them when they want something from you  friendfail,3
endlessblush i was ready half an hour ago but you didnt notice im over it now,0
trying my best not to share this lovely head cold,0
wake up xx but tired on this moment i listing some music for make me happy and let me wake up,2
secretvampire  nice to see you on twitter,2
7mesh thanks for following me  but who are you hmmmm twitter back  ox,0
the situation makes katie feel enraged,3
bleah a tad tipsy and too many cup cakes maddies birthday tomorrow  family party,2
bffleck my friday made me miss high school,0
morning ali a big thank you for yesterday love you always xxxx you out on the bike today dont forget to get a helmet ok,2
yay almost home i had to go walking today ,2
now i know how she felt when we hit right into a selfish person spot on ,3
farctum oh poor thing  hope its easily sorted out and not too expensive,1
coodieranks thats nice my cousin just left my house he has daughters their all daddys girls so sweet,2
rain got so big weather so cold right now,1
ryan found himself in an annoying situation,3
 when you text someone and you know they read it but they still dont text back  thatslife,3
3rd day of pain,1
